p,149,洛阳栾川县老君山－鸡冠洞旅游区,1,0,2012,1
p,150,洛阳嵩县白云山景区,0.5,1,2011,1
p,151,福建土楼（永定·南靖）旅游景区,1,0,2011,1
p,152,六安市金寨县天堂寨旅游景区,1,0,2012,1
p,153,丽江玉龙雪山景区,1,0,2007,1
p,154,乐山峨眉山景区,1,0,2007,1
p,155,温州乐清市雁荡山风景区,1,0,2007,1
p,156,昆明石林风景区,0.5,1,2007,1
p,157,九江庐山风景名胜区,1,0,2007,1
p,158,中科院西双版纳热带植物园,1,0,2011,1
p,159,晋城阳城县皇城相府生态文化旅游区,0.5,1,2011,1
p,160,晋中市介休市绵山风景名胜区,0.5,1,2013,1
p,161,惠州市罗浮山景区,1,0,2013,1
p,162,上饶婺源县江湾景区,1,0,2013,1
p,163,黄山市黟县皖南古村落－西递宏村,1,0,2011,1
p,164,黄山市黄山风景区,1,0,2007,1
p,165,湖州市南浔区南浔古镇景区,0.5,1,2015,1
p,166,衡阳南岳衡山旅游区,0.5,1,2007,1
p,167,嘉兴桐乡乌镇古镇旅游区,0.5,1,2010,1
p,168,宣城市绩溪县龙川景区,1,0,2012,1
p,169,杭州淳安千岛湖风景区,1,0,2010,1
p,170,金华东阳横店影视城景区,0.5,1,2010,1
p,171,牡丹江宁安市镜泊湖景区,0.5,1,2011,1
p,172,黑河五大连池景区,0.5,1,2011,1
p,173,桂林兴安县乐满地度假世界,1,0,2007,1
p,174,黔南布依族苗族自治州荔波樟江景区,1,0,2015,1
p,175,广元市剑门蜀道剑门关旅游景区,1,0,2015,1
p,176,阜阳市颍上县八里河风景区,0.5,1,2013,1
p,177,阿勒泰地区富蕴县可可托海景区,1,0,2012,1
p,178,昌吉州阜康市天山天池风景名胜区,1,0,2007,1
p,179,恩施土家族苗族自治州恩施大峡谷景区,1,0,2015,1
p,180,恩施土家族苗族自治州巴东神龙溪纤夫文化旅游区,0.5,1,2011,1
p,181,鄂尔多斯达拉特旗响沙湾旅游景区,1,0,2011,1
p,182,鄂尔多斯伊金霍洛旗成吉思汗陵旅游区,0.5,1,2011,1
p,183,大连金石滩景区(地质公园-发现王国-蜡像馆-文化博览广场),0.5,1,2011,1
p,184,池州青阳县九华山风景区,1,0,2007,1
p,185,成都青城山－都江堰旅游景区,1,0,2007,1
p,186,阿坝藏族羌族自治州九寨沟景区,1,0,2007,1
p,187,阿坝藏族羌族自治州松潘县黄龙风景名胜区,0.5,1,2012,1
p,188,郴州市东江湖旅游区,0.5,1,2015,1
p,189,毕节市百里杜鹃景区,1,0,2013,1
p,190,八达岭—慕田峪长城旅游区,0.5,1,2007,1
p,191,明十三陵景区(神路-定陵-长陵-昭陵),0.5,1,2011,1
p,192,保定涞水县野三坡景区(百里峡-白草畔-鱼谷洞-龙门天关),1,0,2011,1
p,193,安顺镇宁县黄果树瀑布景区,0.5,1,2007,1
p,194,安顺龙宫景区,0.5,1,2007,1
p,195,阿勒泰地区布尔津县喀纳斯景区,1,0,2007,1
p,196,上饶三清山旅游景区,1,0,2011,1
p,197,天津古文化街旅游区（津门故里）,0.5,1,2007,1
p,198,阿勒泰,0,0,3000,2
p,199,安庆,0,0,3000,2
p,200,安顺,0,0,3000,2
p,201,巴东,0,0,3000,3
p,202,包头,0,0,3000,2
p,203,宝鸡,0,0,3000,2
p,204,保定,0,0,3000,2
p,205,本溪,0,0,3000,2
p,206,毕节,0,0,3000,2
p,207,沧州,0,0,3000,2
p,208,常德,0,0,3000,2
p,209,郴州,0,0,3000,2
p,210,池州,0,0,3000,2
p,211,丹东,0,0,3000,2
p,212,鄂尔多斯,0,0,3000,2
p,213,恩施,0,0,3000,2
p,214,阜康,0,0,3000,2
p,215,阜平,0,0,3000,3
p,216,阜阳,0,0,3000,2
p,217,赣州,0,0,3000,2
p,218,广元,0,0,3000,2
p,219,河池,0,0,3000,2
p,220,五大连池,0,0,3000,2
p,221,衡阳,0,0,3000,2
p,222,湖州,0,0,3000,2
p,223,惠州,0,0,3000,2
p,224,吉安,0,0,3000,2
p,225,吉林,0,0,3000,2
p,226,济宁,0,0,3000,2
p,227,介休,0,0,3000,3
p,228,金华,0,0,3000,2
p,229,锦州,0,0,3000,2
p,230,晋城,0,0,3000,2
p,231,晋中,0,0,3000,2
p,232,景洪,0,0,3000,3
p,233,九江,0,0,3000,2
p,234,昆山,0,0,3000,3
p,235,乐清,0,0,3000,3
p,236,六安,0,0,3000,2
p,237,金寨,0,0,3000,3
p,238,龙岩,0,0,3000,2
p,239,麻城,0,0,3000,3
p,240,梅州,0,0,3000,2
p,241,绵阳,0,0,3000,2
p,242,牡丹江,0,0,3000,2
p,243,南充,0,0,3000,2
p,244,南平,0,0,3000,2
p,245,南阳,0,0,3000,2
p,246,内江,0,0,3000,2
p,247,宁波,0,0,3000,2
p,248,宁德,0,0,3000,2
p,249,平顶山,0,0,3000,2
p,250,平遥,0,0,3000,3
p,251,潜山,0,0,3000,3
p,252,清远,0,0,3000,2
p,253,衢州,0,0,3000,2
p,254,三明,0,0,3000,2
p,255,三亚,0,0,3000,2
p,256,上饶,0,0,3000,2
p,257,韶关,0,0,3000,2
p,258,十堰,0,0,3000,2
p,259,石河子,0,0,3000,2
p,260,朔州,0,0,3000,2
p,261,泰州,0,0,3000,2
p,262,唐山,0,0,3000,2
p,263,天水,0,0,3000,2
p,264,潍坊,0,0,3000,2
p,265,温州,0,0,3000,2
p,266,汶川,0,0,3000,3
p,267,乌海,0,0,3000,2
p,268,五台,0,0,3000,3
p,269,香格里拉,0,0,3000,3
p,270,湘潭,0,0,3000,2
p,271,忻州,0,0,3000,2
p,272,雄县,0,0,3000,3
p,273,宣城,0,0,3000,2
p,274,烟台,0,0,3000,2
p,275,伊春,0,0,3000,2
p,276,宜昌,0,0,3000,2
p,277,酉阳,0,0,3000,3
p,278,榆林,0,0,3000,2
p,279,枣庄,0,0,3000,2
p,280,张家界,0,0,3000,2
p,281,张家口,0,0,3000,2
p,282,遵义,0,0,3000,2
p,283,丹江口,0,0,3000,3
p,284,奎屯,0,0,3000,2
p,285,新源,0,0,3000,3
p,286,泽普,0,0,3000,3
p,287,武隆,0,0,3000,3
