,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
